,labels,images,D10,D40,D00,D20,D44,D50,split
2730,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003928.xml,./RDD2022_all_countries/United_States/train/images/United_States_003928.jpg,0,0,1,0,0,0,train
2731,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001864.xml,./RDD2022_all_countries/United_States/train/images/United_States_001864.jpg,0,0,1,0,0,0,train
2732,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003893.xml,./RDD2022_all_countries/United_States/train/images/United_States_003893.jpg,2,0,3,1,0,0,train
2733,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010727.xml,./RDD2022_all_countries/Japan/train/images/Japan_010727.jpg,0,0,0,0,1,1,train
2734,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002786.xml,./RDD2022_all_countries/United_States/train/images/United_States_002786.jpg,3,0,1,0,0,0,train
2735,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_003499.xml,./RDD2022_all_countries/Czech/train/images/Czech_003499.jpg,1,0,0,0,0,0,train
2736,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_000747.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_000747.jpg,0,0,1,0,0,0,train
2737,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_000968.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_000968.jpg,2,0,1,0,0,0,train
2738,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_000386.xml,./RDD2022_all_countries/Japan/train/images/Japan_000386.jpg,1,0,2,0,0,0,train
2739,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003414.xml,./RDD2022_all_countries/United_States/train/images/United_States_003414.jpg,0,0,1,1,0,0,train
2740,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_011446.xml,./RDD2022_all_countries/Japan/train/images/Japan_011446.jpg,0,1,0,1,1,0,train
2741,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_007283.xml,./RDD2022_all_countries/Japan/train/images/Japan_007283.jpg,0,0,0,1,0,0,train
2742,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_003481.xml,./RDD2022_all_countries/Czech/train/images/Czech_003481.jpg,1,0,0,0,0,0,train
2743,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_002269.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_002269.jpg,0,0,1,0,0,0,train
2744,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_004538.xml,./RDD2022_all_countries/United_States/train/images/United_States_004538.jpg,0,0,1,1,0,0,train
2745,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001121.xml,./RDD2022_all_countries/United_States/train/images/United_States_001121.jpg,0,0,0,1,0,0,train
2746,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001140.xml,./RDD2022_all_countries/United_States/train/images/United_States_001140.jpg,0,0,1,0,0,0,train
2747,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_000091.xml,./RDD2022_all_countries/Japan/train/images/Japan_000091.jpg,0,0,1,0,0,0,train
2748,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000889.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000889.jpg,1,0,0,0,0,0,train
2749,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_011897.xml,./RDD2022_all_countries/Japan/train/images/Japan_011897.jpg,5,0,0,1,0,0,train
2750,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_008703.xml,./RDD2022_all_countries/Japan/train/images/Japan_008703.jpg,5,0,1,1,0,0,train
2751,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001260.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001260.jpg,0,0,3,1,0,0,train
2752,./RDD2022_all_countries/India/train/annotations/xmls/India_003042.xml,./RDD2022_all_countries/India/train/images/India_003042.jpg,0,1,0,1,0,0,train
2753,./RDD2022_all_countries/India/train/annotations/xmls/India_000005.xml,./RDD2022_all_countries/India/train/images/India_000005.jpg,0,1,0,0,0,0,train
2754,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_003405.xml,./RDD2022_all_countries/Czech/train/images/Czech_003405.jpg,0,0,0,1,0,0,train
2755,./RDD2022_all_countries/India/train/annotations/xmls/India_002793.xml,./RDD2022_all_countries/India/train/images/India_002793.jpg,0,9,1,3,0,0,train
2756,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001621.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001621.jpg,0,0,1,0,0,0,train
2757,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_005386.xml,./RDD2022_all_countries/Japan/train/images/Japan_005386.jpg,0,0,1,0,1,0,train
2758,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002816.xml,./RDD2022_all_countries/United_States/train/images/United_States_002816.jpg,0,0,0,1,0,0,train
2759,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_004780.xml,./RDD2022_all_countries/Japan/train/images/Japan_004780.jpg,0,0,0,0,1,0,train
2760,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001865.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001865.jpg,0,0,0,2,0,0,train
2761,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_006272.xml,./RDD2022_all_countries/Japan/train/images/Japan_006272.jpg,0,1,0,1,0,0,train
2762,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_004386.xml,./RDD2022_all_countries/United_States/train/images/United_States_004386.jpg,0,0,1,0,0,0,train
2763,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001422.xml,./RDD2022_all_countries/United_States/train/images/United_States_001422.jpg,1,0,0,0,0,0,train
2764,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_009096.xml,./RDD2022_all_countries/Japan/train/images/Japan_009096.jpg,0,0,2,0,0,1,train
2765,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010300.xml,./RDD2022_all_countries/Japan/train/images/Japan_010300.jpg,0,0,0,1,0,0,train
2766,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_001042.xml,./RDD2022_all_countries/Japan/train/images/Japan_001042.jpg,0,0,1,0,0,1,train
2767,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001923.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001923.jpg,0,0,0,1,0,0,train
2768,./RDD2022_all_countries/India/train/annotations/xmls/India_008097.xml,./RDD2022_all_countries/India/train/images/India_008097.jpg,0,0,0,1,1,0,train
2769,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_003001.xml,./RDD2022_all_countries/Czech/train/images/Czech_003001.jpg,2,1,1,0,0,0,train
2770,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010179.xml,./RDD2022_all_countries/Japan/train/images/Japan_010179.jpg,0,0,0,0,1,0,train
2771,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_000303.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_000303.jpg,1,0,0,0,0,0,train
2772,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_000398.xml,./RDD2022_all_countries/Czech/train/images/Czech_000398.jpg,1,0,0,0,0,0,train
2773,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_008650.xml,./RDD2022_all_countries/Japan/train/images/Japan_008650.jpg,0,0,0,1,0,0,train
2774,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012333.xml,./RDD2022_all_countries/Japan/train/images/Japan_012333.jpg,0,0,0,1,0,0,train
2775,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_007879.xml,./RDD2022_all_countries/Japan/train/images/Japan_007879.jpg,0,1,0,0,0,0,train
2776,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_007618.xml,./RDD2022_all_countries/Japan/train/images/Japan_007618.jpg,3,0,2,0,1,0,train
2777,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_000135.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_000135.jpg,1,0,0,0,0,0,train
2778,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001509.xml,./RDD2022_all_countries/United_States/train/images/United_States_001509.jpg,0,0,1,0,0,0,train
2779,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_002111.xml,./RDD2022_all_countries/Japan/train/images/Japan_002111.jpg,2,0,1,0,2,2,train
2780,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_004743.xml,./RDD2022_all_countries/United_States/train/images/United_States_004743.jpg,1,0,2,0,0,0,train
2781,./RDD2022_all_countries/India/train/annotations/xmls/India_006025.xml,./RDD2022_all_countries/India/train/images/India_006025.jpg,0,0,1,0,0,0,train
2782,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000758.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000758.jpg,0,0,0,1,0,0,train
2783,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_011978.xml,./RDD2022_all_countries/Japan/train/images/Japan_011978.jpg,0,0,0,1,0,0,train
2784,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012056.xml,./RDD2022_all_countries/Japan/train/images/Japan_012056.jpg,0,0,0,0,1,0,train
2785,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_008099.xml,./RDD2022_all_countries/Japan/train/images/Japan_008099.jpg,0,0,0,2,0,0,train
2786,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_002307.xml,./RDD2022_all_countries/Japan/train/images/Japan_002307.jpg,0,0,0,1,0,0,train
2787,./RDD2022_all_countries/India/train/annotations/xmls/India_000088.xml,./RDD2022_all_countries/India/train/images/India_000088.jpg,0,0,0,0,1,0,train
2788,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003059.xml,./RDD2022_all_countries/United_States/train/images/United_States_003059.jpg,2,0,3,0,0,0,train
2789,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001303.xml,./RDD2022_all_countries/United_States/train/images/United_States_001303.jpg,0,0,1,1,0,0,train
2790,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_003291.xml,./RDD2022_all_countries/Japan/train/images/Japan_003291.jpg,0,0,0,0,0,1,train
2791,./RDD2022_all_countries/India/train/annotations/xmls/India_004171.xml,./RDD2022_all_countries/India/train/images/India_004171.jpg,0,0,1,0,0,0,train
2792,./RDD2022_all_countries/India/train/annotations/xmls/India_002877.xml,./RDD2022_all_countries/India/train/images/India_002877.jpg,0,2,3,0,0,0,train
2793,./RDD2022_all_countries/India/train/annotations/xmls/India_009132.xml,./RDD2022_all_countries/India/train/images/India_009132.jpg,0,0,0,1,0,0,train
2794,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000045.xml,./RDD2022_all_countries/United_States/train/images/United_States_000045.jpg,2,0,1,0,0,0,train
2795,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_001430.xml,./RDD2022_all_countries/Czech/train/images/Czech_001430.jpg,0,0,1,0,0,0,train
2796,./RDD2022_all_countries/India/train/annotations/xmls/India_004196.xml,./RDD2022_all_countries/India/train/images/India_004196.jpg,0,2,0,0,0,0,train
2797,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_002952.xml,./RDD2022_all_countries/Japan/train/images/Japan_002952.jpg,0,0,1,0,2,0,train
2798,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_002920.xml,./RDD2022_all_countries/Japan/train/images/Japan_002920.jpg,2,0,1,2,0,0,train
2799,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002496.xml,./RDD2022_all_countries/United_States/train/images/United_States_002496.jpg,1,1,1,0,0,0,train
2800,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_003643.xml,./RDD2022_all_countries/Japan/train/images/Japan_003643.jpg,0,0,1,1,0,0,train
2801,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000107.xml,./RDD2022_all_countries/United_States/train/images/United_States_000107.jpg,1,0,4,0,0,0,train
2802,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003274.xml,./RDD2022_all_countries/United_States/train/images/United_States_003274.jpg,1,0,1,0,0,0,train
2803,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_008103.xml,./RDD2022_all_countries/Japan/train/images/Japan_008103.jpg,0,0,0,0,1,0,train
2804,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001614.xml,./RDD2022_all_countries/United_States/train/images/United_States_001614.jpg,2,0,1,0,0,0,train
2805,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000903.xml,./RDD2022_all_countries/United_States/train/images/United_States_000903.jpg,1,0,1,0,0,0,train
2806,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003560.xml,./RDD2022_all_countries/United_States/train/images/United_States_003560.jpg,2,0,1,0,0,0,train
2807,./RDD2022_all_countries/India/train/annotations/xmls/India_003177.xml,./RDD2022_all_countries/India/train/images/India_003177.jpg,0,1,0,0,0,0,train
2808,./RDD2022_all_countries/India/train/annotations/xmls/India_006362.xml,./RDD2022_all_countries/India/train/images/India_006362.jpg,0,2,0,1,0,0,train
2809,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_001795.xml,./RDD2022_all_countries/Czech/train/images/Czech_001795.jpg,0,0,1,0,0,0,train
2810,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_006744.xml,./RDD2022_all_countries/Japan/train/images/Japan_006744.jpg,0,0,1,0,0,0,train
2811,./RDD2022_all_countries/India/train/annotations/xmls/India_002194.xml,./RDD2022_all_countries/India/train/images/India_002194.jpg,0,0,0,2,0,0,train
2812,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012724.xml,./RDD2022_all_countries/Japan/train/images/Japan_012724.jpg,0,1,0,1,0,1,train
2813,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_008545.xml,./RDD2022_all_countries/Japan/train/images/Japan_008545.jpg,0,0,0,2,0,0,train
2814,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000092.xml,./RDD2022_all_countries/United_States/train/images/United_States_000092.jpg,1,0,1,0,0,0,train
2815,./RDD2022_all_countries/India/train/annotations/xmls/India_000373.xml,./RDD2022_all_countries/India/train/images/India_000373.jpg,0,1,1,0,0,0,train
2816,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_001107.xml,./RDD2022_all_countries/Czech/train/images/Czech_001107.jpg,0,3,0,0,0,0,train
2817,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_001261.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_001261.jpg,0,0,2,1,0,0,train
2818,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_001365.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_001365.jpg,0,0,2,1,0,0,train
2819,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_008032.xml,./RDD2022_all_countries/Japan/train/images/Japan_008032.jpg,0,0,0,0,1,0,train
2820,./RDD2022_all_countries/India/train/annotations/xmls/India_008971.xml,./RDD2022_all_countries/India/train/images/India_008971.jpg,0,3,3,1,0,0,train
2821,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012320.xml,./RDD2022_all_countries/Japan/train/images/Japan_012320.jpg,0,0,0,0,0,1,train
2822,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001092.xml,./RDD2022_all_countries/United_States/train/images/United_States_001092.jpg,0,0,1,0,0,0,train
2823,./RDD2022_all_countries/India/train/annotations/xmls/India_008059.xml,./RDD2022_all_countries/India/train/images/India_008059.jpg,0,0,1,0,0,0,train
2824,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_003456.xml,./RDD2022_all_countries/Japan/train/images/Japan_003456.jpg,0,0,0,0,0,2,train
2825,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010940.xml,./RDD2022_all_countries/Japan/train/images/Japan_010940.jpg,0,1,0,0,0,0,train
2826,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010000.xml,./RDD2022_all_countries/Japan/train/images/Japan_010000.jpg,0,0,0,1,0,0,train
2827,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_000772.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_000772.jpg,1,0,4,0,0,0,train
2828,./RDD2022_all_countries/India/train/annotations/xmls/India_005608.xml,./RDD2022_all_countries/India/train/images/India_005608.jpg,0,0,0,1,0,0,train
2829,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_001025.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_001025.jpg,2,0,1,0,0,0,train
2830,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_004392.xml,./RDD2022_all_countries/Japan/train/images/Japan_004392.jpg,3,1,1,3,0,1,train
2831,./RDD2022_all_countries/India/train/annotations/xmls/India_005505.xml,./RDD2022_all_countries/India/train/images/India_005505.jpg,0,0,1,0,0,0,train
2832,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_006508.xml,./RDD2022_all_countries/Japan/train/images/Japan_006508.jpg,0,0,0,1,0,0,train
2833,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003727.xml,./RDD2022_all_countries/United_States/train/images/United_States_003727.jpg,1,0,2,0,0,0,train
2834,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_008426.xml,./RDD2022_all_countries/Japan/train/images/Japan_008426.jpg,0,0,0,1,1,0,train
2835,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_002700.xml,./RDD2022_all_countries/Japan/train/images/Japan_002700.jpg,0,0,0,2,1,0,train
2836,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_000183.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_000183.jpg,1,0,0,0,0,0,train
2837,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_001384.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_001384.jpg,0,0,1,0,0,0,train
2838,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_004699.xml,./RDD2022_all_countries/United_States/train/images/United_States_004699.jpg,0,0,0,1,0,0,train
2839,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_004480.xml,./RDD2022_all_countries/Japan/train/images/Japan_004480.jpg,0,0,0,2,1,0,train
2840,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_011483.xml,./RDD2022_all_countries/Japan/train/images/Japan_011483.jpg,0,0,1,2,0,0,train
2841,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001004.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001004.jpg,1,0,1,1,0,0,train
2842,./RDD2022_all_countries/India/train/annotations/xmls/India_005547.xml,./RDD2022_all_countries/India/train/images/India_005547.jpg,0,2,0,1,0,0,train
2843,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_005807.xml,./RDD2022_all_countries/Japan/train/images/Japan_005807.jpg,2,0,2,1,0,0,train
2844,./RDD2022_all_countries/India/train/annotations/xmls/India_001230.xml,./RDD2022_all_countries/India/train/images/India_001230.jpg,0,4,0,0,0,0,train
2845,./RDD2022_all_countries/India/train/annotations/xmls/India_005875.xml,./RDD2022_all_countries/India/train/images/India_005875.jpg,1,0,1,0,0,0,train
2846,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_001639.xml,./RDD2022_all_countries/Czech/train/images/Czech_001639.jpg,0,0,1,0,0,0,train
2847,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_005009.xml,./RDD2022_all_countries/Japan/train/images/Japan_005009.jpg,0,0,0,0,2,0,train
2848,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_006217.xml,./RDD2022_all_countries/Japan/train/images/Japan_006217.jpg,0,0,2,1,0,0,train
2849,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_000697.xml,./RDD2022_all_countries/Japan/train/images/Japan_000697.jpg,0,0,0,1,0,0,train
2850,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000021.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000021.jpg,1,0,0,0,0,0,train
2851,./RDD2022_all_countries/India/train/annotations/xmls/India_009428.xml,./RDD2022_all_countries/India/train/images/India_009428.jpg,0,0,1,1,0,0,train
2852,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003858.xml,./RDD2022_all_countries/United_States/train/images/United_States_003858.jpg,2,0,2,0,0,0,train
2853,./RDD2022_all_countries/India/train/annotations/xmls/India_005075.xml,./RDD2022_all_countries/India/train/images/India_005075.jpg,0,0,0,2,0,0,train
2854,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002729.xml,./RDD2022_all_countries/United_States/train/images/United_States_002729.jpg,1,0,2,0,0,0,train
2855,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_013029.xml,./RDD2022_all_countries/Japan/train/images/Japan_013029.jpg,0,1,0,0,0,0,train
2856,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010109.xml,./RDD2022_all_countries/Japan/train/images/Japan_010109.jpg,0,0,0,1,2,0,train
2857,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_002510.xml,./RDD2022_all_countries/Japan/train/images/Japan_002510.jpg,0,1,0,0,0,0,train
2858,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_004402.xml,./RDD2022_all_countries/Japan/train/images/Japan_004402.jpg,0,0,0,0,1,0,train
2859,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012637.xml,./RDD2022_all_countries/Japan/train/images/Japan_012637.jpg,0,1,0,0,0,1,train
2860,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001901.xml,./RDD2022_all_countries/United_States/train/images/United_States_001901.jpg,0,0,1,0,0,0,train
2861,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_001525.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_001525.jpg,1,0,2,0,0,0,train
2862,./RDD2022_all_countries/India/train/annotations/xmls/India_003628.xml,./RDD2022_all_countries/India/train/images/India_003628.jpg,0,0,0,0,1,0,train
2863,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000851.xml,./RDD2022_all_countries/United_States/train/images/United_States_000851.jpg,3,0,5,0,0,0,train
2864,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012001.xml,./RDD2022_all_countries/Japan/train/images/Japan_012001.jpg,0,0,0,1,0,0,train
2865,./RDD2022_all_countries/India/train/annotations/xmls/India_004651.xml,./RDD2022_all_countries/India/train/images/India_004651.jpg,0,0,0,1,0,0,train
2866,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_004694.xml,./RDD2022_all_countries/Japan/train/images/Japan_004694.jpg,0,0,1,0,2,0,train
2867,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_004268.xml,./RDD2022_all_countries/United_States/train/images/United_States_004268.jpg,0,0,1,0,0,0,train
2868,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003345.xml,./RDD2022_all_countries/United_States/train/images/United_States_003345.jpg,0,0,1,1,0,0,train
2869,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_008592.xml,./RDD2022_all_countries/Japan/train/images/Japan_008592.jpg,0,0,1,0,0,0,train
2870,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_004644.xml,./RDD2022_all_countries/United_States/train/images/United_States_004644.jpg,1,0,0,0,0,0,train
2871,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_002107.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_002107.jpg,1,0,0,0,0,0,train
2872,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_001108.xml,./RDD2022_all_countries/Czech/train/images/Czech_001108.jpg,1,0,1,0,0,0,train
2873,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000569.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000569.jpg,1,0,0,0,0,0,train
2874,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001252.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001252.jpg,1,0,0,0,0,0,train
2875,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002725.xml,./RDD2022_all_countries/United_States/train/images/United_States_002725.jpg,2,0,2,1,0,0,train
2876,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_009950.xml,./RDD2022_all_countries/Japan/train/images/Japan_009950.jpg,1,0,0,0,1,0,train
2877,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_000742.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_000742.jpg,1,0,0,0,0,0,train
2878,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010368.xml,./RDD2022_all_countries/Japan/train/images/Japan_010368.jpg,5,0,0,1,1,0,train
2879,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_004089.xml,./RDD2022_all_countries/United_States/train/images/United_States_004089.jpg,0,0,1,1,0,0,train
2880,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002818.xml,./RDD2022_all_countries/United_States/train/images/United_States_002818.jpg,0,0,1,1,0,0,train
2881,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_008435.xml,./RDD2022_all_countries/Japan/train/images/Japan_008435.jpg,1,0,2,1,1,0,train
2882,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_011920.xml,./RDD2022_all_countries/Japan/train/images/Japan_011920.jpg,1,0,0,1,0,0,train
2883,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000354.xml,./RDD2022_all_countries/United_States/train/images/United_States_000354.jpg,2,0,0,0,0,0,train
2884,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000113.xml,./RDD2022_all_countries/United_States/train/images/United_States_000113.jpg,0,0,1,0,0,0,train
2885,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_011745.xml,./RDD2022_all_countries/Japan/train/images/Japan_011745.jpg,0,2,0,1,0,0,train
2886,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003384.xml,./RDD2022_all_countries/United_States/train/images/United_States_003384.jpg,0,0,1,0,0,0,train
2887,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_006595.xml,./RDD2022_all_countries/Japan/train/images/Japan_006595.jpg,0,0,1,0,0,0,train
2888,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_006751.xml,./RDD2022_all_countries/Japan/train/images/Japan_006751.jpg,2,0,0,0,1,0,train
2889,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_004834.xml,./RDD2022_all_countries/Japan/train/images/Japan_004834.jpg,1,0,0,0,0,0,train
2890,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_002677.xml,./RDD2022_all_countries/Japan/train/images/Japan_002677.jpg,0,0,0,1,0,0,train
2891,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002367.xml,./RDD2022_all_countries/United_States/train/images/United_States_002367.jpg,1,0,0,1,0,0,train
2892,./RDD2022_all_countries/India/train/annotations/xmls/India_004709.xml,./RDD2022_all_countries/India/train/images/India_004709.jpg,0,0,0,2,0,0,train
2893,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000297.xml,./RDD2022_all_countries/United_States/train/images/United_States_000297.jpg,0,0,1,0,0,0,train
2894,./RDD2022_all_countries/India/train/annotations/xmls/India_007034.xml,./RDD2022_all_countries/India/train/images/India_007034.jpg,0,1,2,1,0,0,train
